perfect,target
1,中共党员
1,中共党员
1,中共党员
1,党委委员
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,中共党员
1,党委委员
,加入中国共产党
1,党总支书记
,党委副书记
1,党委委员
1,中共党员
1,中共党员
,中央党校大专学历
1,中共党员
1,党委书记
1,中共党员
1,党总支书记
1,党委书记
,党委副书记
1,党委委员
1,党委书记
1,党委书记
,党委副书记
,党委副书记
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
,机关党委挂职调研员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,市委宣传部工作
,市委组织部工作
,党委副书记
1,党委书记
1,纪委书记
1,党委书记
1,中共党员
,党支部副书记
1,党支部书记
,党组成员
1,党委委员
,党委副书记
1,党委书记
1,中共党员
1,党委书记
,党委副书记
,党委副书记
1,党委书记
1,中共党员
1,中共党员
,中共文山州委常委
,党委副书记
1,党委常委
1,团委书记
1,党委秘书
1,中共党员
,党委副书记
,党委副书记
1,党委书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,团委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党组成员
1,党组书记
1,党组书记
1,党委书记
,党委副书记
1,党委书记
1,党委委员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
,团委副书记
,党支部副书记
,党委组织部部长
1,纪委书记
1,中共党员
,党委副书记
1,党委书记
1,党委书记
1,党办秘书
,党支部副书记
1,党委书记
,党支部副书记
1,党委书记
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,党支部书记
1,党支部书记
1,党支部书记
1,党支部书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
,党支部宣传委员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,团委书记
1,党支部书记
,团委副书记
,党办副主任
1,中共党员
,党组成员
1,党组书记
1,党组书记
,党组副书记
,党组纪检组成员
1,党组秘书
1,党组秘书
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
,党委办公室副主任
1,党支部书记
1,党支部书记
1,党支部书记
1,党支部书记
1,党支部书记
1,党支部书记
1,党支部书记
1,中共党员
,加入中国共产党
1,党总支书记
1,党总支书记
1,党总支书记
1,党委书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,纪委书记
1,纪委书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党总支书记
1,党支部书记
1,中共党员
1,中共党员
,党组成员
,党组成员
1,党组书记
1,党组书记
1,党委书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,党委委员
1,团委书记
1,党委委员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党总支书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,党总支书记
,党委副书记
,党委副书记
1,中共党员
,党支部副书记
,党支部副书记
1,党支部书记
1,党总支书记
1,中共党员
1,中共党员
1,中共党员
1,党总支书记
1,团委书记
,党办副主任
1,党办主任
,纪委副书记
1,中共党员
,党委副书记
,党总支部书记
1,支部书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党总支委员
,县委组织部副部长
,县委组织部副部长
,县委组织部副部长
,党委副书记
,党委副书记
1,党委委员
1,党委委员
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委委员
,党委副书记
1,党委委员
,党委副书记
1,党委委员
,党委副书记
1,中共党员
1,支部书记
1,党委书记
1,党组书记
1,党委书记
1,中共党员
1,党委书记
1,中共党员
1,党总支书记
,党总支副书记
,党总支副书记
,党委副书记
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
,党政办接待科科长
,党政办副主任
1,中共党员
1,中共党员
,党组成员
1,中共党员
,党支部副书记
,党支部副书记
,党委副书记
1,党委书记
1,中共党员
,党支部副书记
1,党支部书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,纪委书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
,党委办公室副主任
1,党支部书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,党委书记
1,中共党员
1,中共党员
,党组成员
1,中共党员
1,中共党员
,党委副书记
,党委副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,支部书记
1,支部书记
1,中共党员
1,中共党员
1,党委书记
,加入中国共产党
,党委副书记
1,共产党党员
1,团委书记
,团委副书记
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,党委书记
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,党委委员
1,党委书记
1,中共党员
1,中共党员
1,党办主任
1,中共党员
,党委副书记
,省委副主委
,荣获由中共
1,中共党员
1,中共党员
1,纪委书记
1,中共党员
1,党委书记
1,党委书记
1,纪委书记
,党委副书记
1,党委书记
1,中共党员
,党委副书记
1,中共党员
1,共产党党员
1,共产党党员
,党委副书记
1,中共党员
,党委副书记
1,中共党员
,党委副书记
,党委副书记
1,党支部书记
1,党委书记
1,共产党党员
,党委副书记
,党委副书记
1,党委书记
,党委副书记
1,中共党员
1,纪委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,共产党党员
1,党委书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,纪委书记
1,党委书记
1,中共党员
,党总支副书记
,党总支副书记
,党委副书记
1,纪委书记
1,纪委书记
,党委副书记
1,党总支书记
1,中共党员
,党支部副书记
1,中共党员
1,中共党员
1,中共党员
1,党委书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,党务秘书
,党政办党务秘书
1,党委委员
1,党委委员
1,党委委员
1,纪委书记
,党委副书记
,党委副书记
1,纪委书记
1,中共党员
1,党委书记
1,共产党党员
1,党支部书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,团委书记
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,市委书记
1,党委书记
1,党委委员
1,党委书记
1,党委书记
1,党委委员
1,党委书记
1,中共党员
1,中共党员
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党委委员
1,中共党员
1,党委委员
1,党支部书记
1,团委书记
1,党委书记
1,中共党员
1,中共党员
,党委办公室主任
1,党总支书记
1,党总支书记
,党委组织部部长
,党组副书记
1,党组书记
1,党委书记
1,党委委员
1,党委委员
1,党委委员
,党组成员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
,市委组织部研究室科员
,市委组织部研究室副科级组织员
,纪委副书记
1,党委委员
1,党支部书记
1,纪委书记
1,党总支书记
1,党委书记
1,党总支书记
1,中共党员
1,中共党员
1,区委书记
,中共上海市长宁区委组织部副部长
,区委组织部副部长
1,党委书记
1,中共党员
,党委副书记
1,纪委书记
1,纪委书记
1,中共党员
,党组成员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
1,党委书记
,党委副书记
1,党委委员
1,党委委员
1,党委委员
1,中共党员
,党委副书记
1,党委委员
1,党支部书记
1,党委书记
,党委副书记
,党委副书记
1,纪委书记
,党组成员
1,党组书记
,党组成员
,党委副书记
1,党总支书记
1,党委书记
1,中共党员
1,党支部书记
1,党委书记
,党委副书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,党支部书记
,党支部副书记
1,中共党员
1,中共党员
,党支部副书记
1,党支部书记
1,党支部书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党支部书记
,党委副书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
,党委副书记
1,中共党员
1,中共党员
1,党委委员
,党委副书记
1,党委书记
1,党委委员
1,中共党员
,党委副书记
1,党委委员
1,党委书记
1,中共党员
1,中共党员
,党委办公室主任
1,机关党委书记
,党组成员
1,党委书记
1,党组书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,省委委员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,纪委办公室主任
1,纪委书记
1,中共党员
,党组成员
,党委副书记
,党委副书记
1,纪委书记
1,中共党员
1,中共党员
,党委党校(职工培训学校)副校长
,党校(职工培训学校)副校长
1,中共党员
,党委办公室)主任
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
1,党委委员
1,纪委书记
,党委副书记
1,中共党员
,党总支副书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,党组成员
,党组成员
,党委副书记
1,中共党员
1,党委书记
,党委副书记
1,中共党员
1,党委委员
1,中共党员
1,中共党员
1,党委书记
,党组成员
,党委副书记
,党委副书记
1,党委书记
1,党委书记
1,党委书记
1,党委书记
,中共十七大代表
,党委副书记
,党委副书记
1,中共党员
1,党委书记
1,中共党员
1,中共党员
1,党工委书记
1,党工委书记
,党委副书记
1,党委书记
1,中共党员
,省委员
,中共安徽省委政法委员
,省委政法委员
1,党委书记
1,党委书记
1,党委书记
,党委副书记
,党委副书记
1,纪委书记
1,中共党员
,党委副书记
1,纪委书记
,党委副书记
1,纪委书记
1,党委书记
,党委副书记
,党委副书记
,党委副书记
1,党委书记
1,中共党员
,党委副书记
1,中共党员
1,党委委员
,加入中国共产党
,党委副书记
,党组成员
,加入中国共产党
1,团委书记
,党委副书记
1,中共党员
1,党委委员
1,党委书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,中共党员
1,党办主任
1,党总支书记
1,党支部书记
1,中共党员
,党委副书记
1,党委书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,党委委员
1,中共党员
1,党委书记
1,党委书记
1,党委书记
1,党委委员
1,中共党员
1,党支部书记
1,中共党员
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
,团委副书记
1,团委书记
,党群部部长
1,党委委员
1,纪委书记
1,中共党员
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,党委委员
1,党委书记
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,党委书记
1,党委书记
1,中共党员
1,党委委员
1,党委委员
1,中共党员
1,中共党员
1,中共党员
1,党委书记
1,中共党员
1,团委书记
,党校经济管理专业
1,支部委员
,支部副书记
1,中共党员
1,党支部委员
1,党总支书记
1,纪委书记
1,中共党员
1,中共党员
1,中共党员
1,中共党员
,加入中国共产党
,党委副书记
1,纪委书记
1,党委书记
1,党委书记
1,中共党员
1,党委书记
1,党委书记
1,党委书记
,加入中国共产党
1,中共党员
1,中共党员
1,中共党员
1,中央党校研究生
1,党支部书记
1,党支部书记
1,党委委员
1,中共党员
1,党委书记
1,党委委员
1,党委书记
1,中共党员
1,中共党员
1,党委委员
,党委副书记
1,中共党员
1,党委委员
1,纪委书记
1,中共党员
,党委副书记
1,党委书记
1,党委委员
