area,target0,target1,target2,target3,target4,maxConfidence
不动产权益投资收入,6732天使投资,6731创业投资基金,6760资本投资服务,7520知识产权服务,7212投资与资产管理,0.182
航天制造业,C制造业,14食品制造业,21家具制造业 ,27医药制造业 ,36汽车制造业,0.667
煤、炭,,,,,,0
体育培训业务,8392体校及体育培训,89体育,7246体育咨询,891体育组织,899其他体育,0.667
胶印机,3474复印和胶印设备制造,1农业,11谷物种植,111稻谷种植,112小麦种植,0.2
贷款利息收入,6635小额贷款公司服务 ,1农业,11谷物种植,111稻谷种植,112小麦种植,0.167
酒类销售,5267机动车充电销售,526汽车、摩托车、零配件和燃料及其他动力销售,1农业,11谷物种植,111稻谷种植,0.222
商业销售收入,6840商业养老金,6621商业银行服务,5267机动车充电销售,7222商业综合体管理服务,3594商业、饮食、服务专用设备制造,0.222
棕制品制造业,2043棕制品制造,1392豆制品制造,14食品制造业,144乳制品制造,203木制品制造,0.889
网络集成服务,6531信息系统集成服务,6637网络借贷服务,6020快递服务,6130民宿服务,6210正餐服务,0.5
运营及设计服务,7491工业设计服务,7492专业设计服务,748工程技术与设计服务,6020快递服务,6130民宿服务,0.545
精煤,,,,,,0
水泥业务,3011水泥制造,3021水泥制品制造,3023石棉水泥制品制造,301水泥、石灰和石膏制造,3029其他水泥类似制品制造,0.5
通讯电源,5177通讯设备批发,8122通讯设备修理,7114计算机及通讯设备经营租赁,1农业,11谷物种植,0.25
旅游饮食服务收入,7282旅游会展服务,3594商业、饮食、服务专用设备制造,5422旅游客运,6020快递服务,6110旅游饭店,0.333
汇兑净收益,,,,,,0
商业,6840商业养老金,6621商业银行服务,7222商业综合体管理服务,3594商业、饮食、服务专用设备制造,1农业,0.4
其他化学品制造业,14食品制造业,2664文化用信息化学品制造,C制造业,28化学纤维制造业,26化学原料和化学制品制造业,0.667
电子类产品,5279其他电子产品零售,8131家用电子产品修理,1773窗帘、布艺类产品制造,25林产品采集,136水产品加工,0.364
环保工程,4862环保工程施工,486节能环保工程施工,7245环保咨询,4811铁路工程建筑,4812公路工程建筑,0.75
金属新材料及制品,5163非金属矿及制品批发,33金属制品业 ,4310金属制品修理,5161煤炭及制品批发,5162石油及制品批发,0.4
发电业务,4411火力发电,4413水力发电,4414核力发电,4415风力发电,4416太阳能发电,0.5
旅游饮食服务业务,7282旅游会展服务,5422旅游客运,6020快递服务,6110旅游饭店,6130民宿服务,0.4
投资净收益,6732天使投资,6731创业投资基金,6760资本投资服务,7212投资与资产管理,6720公开募集证券投资基金,0.286
租赁及管理费,71租赁业,7020物业管理,7111汽车租赁,7840绿化管理,76水利管理业,0.286
复混肥,2624复混肥料制造,1农业,11谷物种植,111稻谷种植,112小麦种植,0.571
制茶业,1530精制茶加工,15酒、饮料及精制茶制造业,1农业,11谷物种植,111稻谷种植,0.333
净水设备行业,9522行业性团体,392通信设备制造,395视听设备制造,3952音响设备制造,4320通用设备修理,0.222
网络集成安装服务,7292包装服务,6637网络借贷服务,6531信息系统集成服务,4910电气安装,6020快递服务,0.4
商品销售,5267机动车充电销售,526汽车、摩托车、零配件和燃料及其他动力销售,1农业,11谷物种植,111稻谷种植,0.222
债券利息净收入,,,,,,0
金属材料及制品,5163非金属矿及制品批发,33金属制品业 ,4310金属制品修理,5161煤炭及制品批发,5162石油及制品批发,0.429
电费收入,,,,,,0
贸易,5181贸易代理,518贸易经纪与代理,5189其他贸易经纪与代理,1农业,11谷物种植,0.5
商业销售业务,6840商业养老金,6621商业银行服务,5267机动车充电销售,7222商业综合体管理服务,3594商业、饮食、服务专用设备制造,0.286
兽药,,,,,,0
软饮料制造业,152饮料制造,1521碳酸饮料制造,1525固体饮料制造,C制造业,262肥料制造,0.75
其他化学用品制造业,2662专项化学用品制造,14食品制造业,1771床上用品制造,244体育用品制造,28化学纤维制造业,0.769
视音频产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.25
物业出租、客房、餐饮,62餐饮业,7020物业管理,7124图书出租,5413出租车客运,629其他餐饮业,0.182
其他批发业,51批发业,519其他批发业,5199其他未列明批发业,5112种子批发,5116牲畜批发,1
相互抵减,,,,,,0
存贷款利息净收入,6635小额贷款公司服务 ,1农业,11谷物种植,111稻谷种植,112小麦种植,0.143
工程技术,748工程技术与设计服务,7320工程和技术研究和试验发展,4811铁路工程建筑,4812公路工程建筑,483海洋工程建筑,0.545
房屋租赁及物业管理业务,7020物业管理,71租赁业,7111汽车租赁,7840绿化管理,47房屋建筑业,0.545
防伪产品,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.286
调味品制造业,14食品制造业,146调味品、发酵制品制造,C制造业,1469其他调味品、发酵制品制造,1392豆制品制造,0.667
净水产品,136水产品加工,1361水产品冷冻加工,1369其他水产品加工,1452水产品罐头制造,41水产养殖,0.571
债券业务利息收入,,,,,,0
纺织化纤,17纺织业,1751化纤织造加工,2811化纤浆粕制造,1951纺织面料鞋制造,18纺织服装、服饰业,0.4
百货零售业务,5211百货零售,5295旧货零售,52零售业,521综合零售,5221粮油零售,1
加工修理劳务,1494盐加工 ,1311稻谷加工,1312小麦加工,1313玉米加工,1314杂粮加工,0.286
环保交通及清洁能源基础设施经营,3394交通及公共管理用金属标牌制造,7245环保咨询,821清洁服务,4862环保工程施工,5412城市轨道交通,0.148
新材料及制品,5161煤炭及制品批发,5162石油及制品批发,308耐火材料制品制造,1363鱼油提取及制品制造,193毛皮鞣制及制品加工,0.364
公司内各业务分部间相互抵消,6911信托公司,6632财务公司服务 ,6920控股公司服务,6634汽车金融公司服务,6635小额贷款公司服务 ,0.154
医药健康行业,6813健康保险,7244健康咨询,27医药制造业 ,9522行业性团体,8491健康体检服务,0.25
公司内各业务分部间互相抵销,6911信托公司,6632财务公司服务 ,6920控股公司服务,6634汽车金融公司服务,6635小额贷款公司服务 ,0.154
特殊化学品制造业,14食品制造业,2664文化用信息化学品制造,28化学纤维制造业,26化学原料和化学制品制造业,2665医学生产用信息化学品制造,0.545
债券投资,6720公开募集证券投资基金,6732天使投资,673非公开募集证券投资基金,6739其他非公开募集证券投资基金,6731创业投资基金,0.333
超市零售业务,52零售业,521综合零售,5211百货零售,5221粮油零售,5232服装零售,0.4
网络集成,3973集成电路制造,6520集成电路设计,6637网络借贷服务,6531信息系统集成服务,8740广播电视集成播控,0.25
纺织化纤业,17纺织业,1751化纤织造加工,2811化纤浆粕制造,1951纺织面料鞋制造,18纺织服装、服饰业,0.333
不动产开发管理及工程监理,7482工程监理服务,7481工程管理服务,7010房地产开发经营,4832海洋能源开发利用工程建筑,4822河湖治理及防洪设施工程建筑,0.375
新材料及制,2780药用辅料及包装材料,7513新材料技术推广服务,2770卫生材料及医药用品制造,2832生物基、淀粉基新材料制造,265合成材料制造,0.333
出租车客运,5413出租车客运,5411公共电汽车客运,5421长途客运,5422旅游客运,5531客运港口,1
无纺行业,9522行业性团体,1农业,11谷物种植,111稻谷种植,112小麦种植,0.286
产品销售,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.286
彩电业,,,,,,0
拆借、存放等同业业务,,,,,,0
租赁及管理费收入,71租赁业,7020物业管理,7111汽车租赁,7840绿化管理,76水利管理业,0.222
其他家具制造,21家具制造业 ,2110木质家具制造,2130金属家具制造,2140塑料家具制造,2190其他家具制造,0.857
热电及蒸汽,4412热电联产,382输配电及控制设备制造,3829其他输配电及控制设备制造,1农业,11谷物种植,0.286
大型市政设施经营,7810市政设施管理,231森林经营和管护,7010房地产开发经营,7040房地产租赁经营,78公共设施管理业,0.5
磁材产品销售,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.222
旅游饮食,5422旅游客运,6110旅游饭店,7282旅游会展服务,3594商业、饮食、服务专用设备制造,1农业,0.333
贸易业务及其他,5181贸易代理,518贸易经纪与代理,5189其他贸易经纪与代理,1农业,11谷物种植,0.4
贸易收入,5181贸易代理,518贸易经纪与代理,5189其他贸易经纪与代理,1农业,11谷物种植,0.333
贷款,6635小额贷款公司服务 ,1农业,11谷物种植,111稻谷种植,112小麦种植,0.25
电视机销售,3951电视机制造,8720电视,5267机动车充电销售,393广播电视设备制造,632广播电视传输服务,0.5
食品饮料,152饮料制造,14食品制造业,512食品、饮料及烟草制品批发,141焙烤食品制造,143方便食品制造,0.333
其他专业化学品制造,2664文化用信息化学品制造,2665医学生产用信息化学品制造,266专用化学产品制造,2662专项化学用品制造,2663林产化学产品制造,0.533
化工业务,4891园林绿化工程施工,5169其他化工产品批发,3543日用化工专用设备制造,3521炼油、化工生产专用设备制造,516矿产品、建材及化工产品批发,0.25
物业出租、客房收入,7020物业管理,7124图书出租,5413出租车客运,7130日用品出租,7125音像制品出租,0.182
稀土永磁材料,265合成材料制造,3232稀土金属冶炼,932稀土金属矿采选,283生物基材料制造,2659其他合成材料制造,0.2
旅游饮食服务,7282旅游会展服务,5422旅游客运,6020快递服务,6110旅游饭店,6130民宿服务,0.4
金融企业往来,J金融业,69其他金融业,66货币金融服务,6940金融信息服务,7211企业总部管理,0.286
网络系统集成业务,6531信息系统集成服务,653信息系统集成和物联网技术服务,3973集成电路制造,6520集成电路设计,6637网络借贷服务,0.5
零售业,52零售业,F批发和零售业,5299其他未列明零售业,521综合零售,5211百货零售,1
熔喷无纺布,,,,,,0
注塑,,,,,,0
铁路运输设备制造业,371铁路运输设备制造,3719其他铁路运输设备制造,4341铁路运输设备修理,34通用设备制造业,35专用设备制造业 ,0.933
建材业务,5165建材批发,516矿产品、建材及化工产品批发,1农业,11谷物种植,111稻谷种植,0.5
物业出租、客房、餐饮收入,62餐饮业,7020物业管理,7124图书出租,5413出租车客运,629其他餐饮业,0.154
虚拟专用网服务,6490其他互联网服务,6020快递服务,6130民宿服务,6210正餐服务,6220快餐服务,0.333
物业管理及租赁,7020物业管理,71租赁业,7111汽车租赁,7840绿化管理,76水利管理业,0.667
产品销售收入,25林产品采集,136水产品加工,5115林业产品批发,5117渔业产品批发,5174五金产品批发,0.222
贷款(含贴现),6635小额贷款公司服务 ,1农业,11谷物种植,111稻谷种植,112小麦种植,0.154
熔纺无纺布,,,,,,0
水电费及其他,,,,,,0
信息技术业,6560信息技术咨询服务,659其他信息技术服务业,65软件和信息技术服务业,6599其他未列明信息技术服务业,I信息传输、软件和信息技术服务业,0.545
其它,,,,,,0
贴现,,,,,,0
房屋租赁和管理成本,L租赁和商务服务业,71租赁业,7020物业管理,7111汽车租赁,7840绿化管理,0.267
网络通信服务,6311固定电信服务,6312移动电信服务,6319其他电信服务,6637网络借贷服务,6020快递服务,0.4
其他产业分部,70房地产业,70房地产业,7090其他房地产业,178产业用纺织制成品制造,1789其他产业用纺织制成品制造,0.333
磷化工产品,5169其他化工产品批发,516矿产品、建材及化工产品批发,2671炸药及火工产品制造,25林产品采集,136水产品加工,0.545
